wals_code,latitude,longitude,x1a,x2a,x3a,x4a,x5a,x6a,x7a,x8a,x9a,x10a,x11a,x12a,x13a,x14a,x15a,x16a,x17a,x18a,x19a,x20a,x21a,x22a,x23a,x24a,x25a,x26a,x27a,x28a,x29a,x30a,x31a,x32a,x33a,x34a,x35a,x36a,x37a,x38a,x39a,x40a,x41a,x42a,x43a,x44a,x45a,x46a,x47a,x48a,x49a,x50a,x51a,x52a,x53a,x54a,x55a,x56a,x57a,x58a,x59a,x60a,x61a,x62a,x63a,x64a,x65a,x66a,x67a,x68a,x69a,x70a,x71a,x72a,x73a,x74a,x75a,x76a,x77a,x78a,x79a,x80a,x81a,x82a,x83a,x84a,x85a,x86a,x87a,x88a,x89a,x90a,x91a,x92a,x93a,x94a,x95a,x96a,x97a,x98a,x99a,x100a,x101a,x102a,x103a,x104a,x105a,x106a,x107a,x108a,x109a,x110a,x111a,x112a,x113a,x114a,x115a,x116a,x117a,x118a,x119a,x120a,x121a,x122a,x123a,x124a,x125a,x126a,x127a,x128a,x129a,x130a,x131a,x132a,x133a,x134a,x135a,x136a,x137a,x138a,x139a,x140a,x141a,x142a,x143a,x144a,iso,language,wiki_code
geo,42,44,Moderately large,Average (5-6),Moderately high,In both plosives and fricatives,Other,Uvular stops and continuants,Ejectives only,"Laterals, but no /l/, no obstruent laterals",No velar nasal,Contrast absent,None,Complex,No tones,Antepenultimate,Fixed stress (no weight-sensitivity),No weight,Trochaic,All present,None,Exclusively concatenative,Monoexponential case,8-9 categories per word,Double marking,Dependent marking,Inconsistent or other,Weakly suffixing,Productive full and partial reduplication,Core and non-core,Not syncretic,None,No gender,No gender,Plural suffix,"All nouns, always obligatory",Person-number stem + pronominal plural affix,Unique affixal associative plural,NA,NA,No inclusive/exclusive,'We' the same as 'I',Three-way contrast,Different inflection,Related to remote demonstratives,No gender distinctions,Binary politeness distinction,Interrogative-based,Identical,No person marking,6-7 cases,Subtractive-quantitatively asymmetrical,Case suffixes,Mixed,"First, two-th, three-th",Marked by reduplication,Absent,Formally different,No possessive affixes,Absent,No possessive classification,Highly differentiated,Without marking,Ergative-Possessive,'And' different from 'with',Identity,Grammatical marking,"Present, no remoteness distinctions",Inflectional future exists,No perfect,Tense-aspect suffixes,No second-person imperatives,NA,Neither type of system,Inflectional optative present,Verbal constructions,Other,Overlap for either possibility or necessity,Direct and indirect,Mixed,Tense and aspect,"Singular-plural pairs, no suppletion",SOV,SV,OV,NA,Postpositions,Genitive-Noun,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Relative clause,NA,No question particle,Not initial interrogative phrase,Initial subordinator word,OV and Postpositions,OV and NRel,OV and AdjN,Active-inactive,Neutral,Accusative,Subject pronouns in different position,Both the A and P arguments,No zero realization,P precedes A,Indirect-object construction,Distinct from reflexive,Present,No antipassive,Benefactive and other; both bases,Purposive but no sequential,Morphological but no compound,Negative particle,Symmetric,Non-assignable,Mixed behaviour,Interrogative intonation only,'Have',Nonverbal encoding,Identical,Impossible,Locational,Relative pronoun,Relative pronoun,Both construction types exist,Balanced/deranked,Balanced/deranked,Balanced,Balanced,Identical,Different,Hybrid vigesimal-decimal,NA,NA,NA,NA,"M-T pronouns, paradigmatic",No N-M pronouns,Words derived from Sinitic cha,NA,NA,NA,Logical meanings,NegV,SONegV,kat,Georgian,ka
gil,37.3333333333,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plural suffix,NA,NA,NA,Demonstrative word used as definite article,Indefinite word same as 'one',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case suffixes,NA,NA,NA,Optional,NA,NA,NA,NA,Genitives and adjectives collapsed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adjective-Noun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glk,Gilaki,glk
glc,43,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First, second, three-th",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Second singular and second plural,Special imperative + normal negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glg,Galician,gl
gos,47.4166666667,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marked by preceding word,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gsw,Alemannic,als
gpz,47.3333333333,9.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marked by preceding word,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gsw,Alemannic,als
grk,39,22,Average,Average (5-6),Average,In both plosives and fricatives,None missing in /p t k b d g/,None,No glottalized consonants,"/l/, no obstruent laterals",No velar nasal,Contrast absent,None,Complex,No tones,Antepenultimate,Fixed stress (no weight-sensitivity),Lexical stress,Trochaic,All present,'Th' sounds,Exclusively concatenative,Case + number,4-5 categories per word,Double marking,Double marking,Double-marking,Strongly suffixing,No productive reduplication,Core and non-core,Not syncretic,Three,Sex-based,Semantic and formal,Plural suffix,"All nouns, always obligatory",Person-number stem + pronominal plural affix,No associative plural,Definite word distinct from demonstrative,Indefinite word same as 'one',No inclusive/exclusive,No inclusive/exclusive,Three-way contrast,Identical,NA,3rd person singular only,Binary politeness distinction,Interrogative-based,Differentiated,No person marking,3 cases,Syncretism in relevant NP-types,Case suffixes,Identity,"First, second, three-th",Marked by preceding word,NA,NA,No possessive affixes,Absent,No possessive classification,NA,NA,Ergative-Possessive,'And' different from 'with',Identity,Grammatical marking,"Present, no remoteness distinctions",No inflectional future,From possessive,Tense-aspect suffixes,Second singular and second plural,Special imperative + special negative,Maximal system,Inflectional optative absent,Verbal constructions,Verbal constructions,Overlap for both possibility and necessity,No grammatical evidentials,No grammatical evidentials,Tense and aspect,None,No dominant order,No dominant order,VO,NA,Prepositions,Noun-Genitive,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Relative clause,Degree word-Adjective,Initial,Initial interrogative phrase,Initial subordinator word,VO and Prepositions,VO and NRel,VO and AdjN,Nominative - accusative (standard),Nominative - accusative (standard),Accusative,Subject affixes on verb,Both the A and P arguments,No zero realization,P precedes A,Indirect-object construction,Mixed,Present,No antipassive,No applicative construction,Purposive but no sequential,Neither,Negative particle,Symmetric,Non-assignable,Predicate negation also present,Question particle,'Have',Nonverbal encoding,Identical,Impossible,Particle,Relative pronoun,Relative pronoun,Subject is expressed overtly,Deranked,Balanced,Balanced,Balanced,Different,Different,Decimal,NA,NA,NA,NA,"M-T pronouns, paradigmatic",No N-M pronouns,Words derived from Sinitic cha,NA,NA,NA,Logical meanings,NegV,More than one position,ell,Greek,el
grp,51,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No distributive numerals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ksh,Ripuarian,ksh
gtg,47.5833333333,9.16666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marked by preceding word,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gsw,Alemannic,als
guj,23,72,NA,NA,NA,NA,NA,NA,NA,NA,No velar nasal,NA,NA,NA,NA,No fixed stress,Right-edge: Ultimate or penultimate,Prominence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"All nouns, always obligatory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Identical,NA,NA,NA,NA,NA,"First, two-th, three-th",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Identity,NA,NA,NA,NA,Tense-aspect suffixes,Second singular and second plural,NA,NA,Inflectional optative absent,NA,NA,NA,NA,NA,NA,NA,SOV,SV,OV,NA,Postpositions,NA,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,NA,Degree word-Adjective,No question particle,Not initial interrogative phrase,Initial subordinator word,OV and Postpositions,NA,OV and AdjN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morphological but no compound,Negative particle,NA,NA,Predicate negation also present,Interrogative intonation only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Words derived from Sinitic cha,NA,NA,NA,NA,NegV,SONegV,guj,Gujarati,gu
gvi,48.1666666667,16.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Affective meanings,NA,NA,bar,Bavarian,bar
gzu,47.4166666667,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marked by preceding word,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gsw,Alemannic,als
hak,25,116,Moderately small,Average (5-6),Average,No voicing contrast,Other,None,No glottalized consonants,"/l/, no obstruent laterals",NA,NA,None,Moderately complex,Complex tone system,NA,NA,NA,NA,All present,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tense-aspect suffixes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SVO,SV,VO,XVO,NA,NA,NA,Demonstrative-Noun,Numeral-Noun,Relative clause-Noun,No dominant order,NA,Not initial interrogative phrase,NA,NA,VO and RelN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NegV,SNegVO,hak,Hakka,hak
hau,12,7,Moderately large,Average (5-6),Moderately high,In both plosives and fricatives,Missing /p/,None,Ejectives and implosives,"/l/, no obstruent laterals",No velar nasal,Contrast absent,None,Moderately complex,Simple tone system,NA,NA,NA,NA,All present,None,Exclusively isolating,No case,6-7 categories per word,Double marking,Dependent marking,Inconsistent or other,Little affixation,Productive full and partial reduplication,No syncretism,No subject person/number marking,Two,Sex-based,Semantic and formal,Plural suffix,"All nouns, always obligatory",Person-number stem + pronominal plural affix,Unique periphrastic associative plural,Definite word distinct from demonstrative,Indefinite word distinct from 'one',No inclusive/exclusive,No person marking,Four-way contrast,Identical,Unrelated,In 3rd person + 1st and/or 2nd person,No politeness distinction,Generic-noun-based,NA,Pronouns only,No morphological case-marking,No case-marking,No case affixes or adpositional clitics,Identity,"First, two-th, three-th",Marked by reduplication,Absent,NA,Possessive suffixes,Absent,No possessive classification,NA,NA,Restricted,'And' identical to 'with',Differentiation,No grammatical marking,No past tense,No inflectional future,No perfect,No tense-aspect inflection,Second singular,Special imperative + special negative,Both types of system,Inflectional optative absent,Verbal constructions,Verbal constructions,Overlap for either possibility or necessity,No grammatical evidentials,No grammatical evidentials,None,None,SVO,SV,VO,VOX,Prepositions,Noun-Genitive,Adjective-Noun,Mixed,Noun-Numeral,Noun-Relative clause,Adjective-Degree word,Final,Mixed,Initial subordinator word,VO and Prepositions,VO and NRel,VO and AdjN,Neutral,Neutral,Neutral,Subject pronouns in different position,No person marking,No person marking,A and P do not or do not both occur on the verb,Secondary-object construction,Distinct from reflexive,Present,No antipassive,Benefactive and other; both bases,Sequential but no purposive,Morphological but no compound,Negative particle,Both,A/Cat,Predicate negation also present,Question particle,Conjunctional,Nonverbal encoding,Different,Impossible,Exceed,Gap,Pronoun-retention,Subject is expressed overtly,Deranked,Balanced/deranked,Balanced,NA,Identical,Different,Decimal,NA,NA,NA,NA,No M-T pronouns,No N-M pronouns,Words derived from Sinitic cha,NA,NA,NA,Affective meanings,OptDoubleNeg,OptDoubleNeg,hau,Hausa,ha
hba,31.75,35.1666666667,Moderately small,Average (5-6),Average,In plosives alone,None missing in /p t k b d g/,Uvular continuants only,No glottalized consonants,"/l/, no obstruent laterals",NA,NA,None,Complex,No tones,NA,NA,NA,NA,All present,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,heb,Hebrew,he
heb,31.5,34.8333333333,NA,NA,NA,NA,NA,NA,NA,NA,No velar nasal,Contrast absent,NA,NA,NA,Ultimate,Fixed stress (no weight-sensitivity),No weight,Trochaic,NA,NA,Ablaut/concatenative,No case,4-5 categories per word,Dependent marking,Dependent marking,Inconsistent or other,Weakly suffixing,Productive full and partial reduplication,No case marking,Syncretic,Two,Sex-based,Semantic and formal,Plural suffix,"All nouns, always obligatory",Person-number stem,No associative plural,Definite affix,Indefinite word same as 'one',No inclusive/exclusive,No inclusive/exclusive,Two-way contrast,Identical,Related for all demonstratives,In 3rd person + 1st and/or 2nd person,No politeness distinction,Interrogative-based,Identical,Pronouns only,No morphological case-marking,No case-marking,Prepositional clitics,Identity,"First, two-th, three-th",No distributive numerals,Absent,"Formally similar, without interrogative",Possessive suffixes,Absent,No possessive classification,Highly differentiated,Without marking,Mixed,'And' different from 'with',Identity,No grammatical marking,"Present, no remoteness distinctions",Inflectional future exists,No perfect,Mixed type,Second singular and second plural,Special imperative + special negative,Maximal system,Inflectional optative absent,Verbal constructions,Verbal constructions,Overlap for both possibility and necessity,No grammatical evidentials,No grammatical evidentials,Tense,None,SVO,SV,VO,NA,Prepositions,Noun-Genitive,Noun-Adjective,Noun-Demonstrative,Numeral-Noun,Noun-Relative clause,No dominant order,Initial,Initial interrogative phrase,Initial subordinator word,VO and Prepositions,VO and NRel,VO and NAdj,Nominative - accusative (standard),Nominative - accusative (standard),Accusative,Mixed,Only the A argument,Zero in all 3sg forms,A and P do not or do not both occur on the verb,Indirect-object construction,Mixed,Present,No antipassive,No applicative construction,Purposive but no sequential,Morphological but no compound,Negative particle,Both,A/Fin,Predicate negation also present,Question particle,Locational,Nonverbal encoding,Identical,Possible,Locational,Gap,Pronoun-retention,Subject is left implicit,Balanced/deranked,Balanced,Balanced,Balanced,Different,Different,Decimal,NA,NA,NA,NA,No M-T pronouns,No N-M pronouns,Words derived from Min Nan Chinese te,NA,NA,NA,Logical meanings,NegV,SNegVO,heb,Hebrew,he
